,Unnamed: 0,reviews,Sentiment,Analysis
1227,1227,gatwick malaga booking ticket realised choosing certain flight club fare cheaper economy added suitcase pay food onboard flown ba club europe looking forward nicely impressed outbound flight wet lease titan full ba service crew good friendly polite without sugary sweet impressed quality quantity food together selection drink fault leg suitcase come priority despite tagged correctly,0.7241,Positive
1228,1228,bermuda gatwick usual window aisle seat taken crew friendly enough meal option cheese including sandwich good someone cannot eat cheese breakfast usual offering ok really worth money paid seat clean comfortable feel time ba offer seat people need pole vault passenger leg get window seat night,0.9381,Positive
1229,1229,aberdeen boston via london heathrow found seat wide enough leg room restricted way back london person front put seat back well severely decreased room move also narrower seat meant really avoid taking arm rest otherwise good flight slightly odd choice decent food extensive entertainment option variety well,-0.0516,Negative
1230,1230,london hamburg baggage self check diabolical machine either slow working boarding commenced early resulting time departure seat short flight quite comfortable better european carrier however total lack kind refreshment poor expect meal even drink water would something crew friendly flight time,0.8384,Positive
1231,1231,flew london heathrow hong kong british airway flew premium economy experience anything check create scan baggage label load onto conveyor unsurprisingly slow process waited hour struggling passenger ahead u line hardly ba service attendant sight better service ryanair hate say,-0.3612,Negative
1232,1232,flew istanbul british airway th june passport visa check desk presented printed boarding pas ba lady wife holding passport lady looked boarding pass barked passport see wife holding second bark visa third bark show fourth bark next smile hello good morning hardly eye contact either anything situation worse boarding ba recently introduced boarding group number system system need policed way policing arrangement passenger attempted board group number call caught gate keeper told yet attempted board prematurely second attempt staff told wait accepting system must monitored ba gate staff better trained deal potentially anxious passenger reminded everyone speaks understands english,0.7506,Positive
1233,1233,munich london heathrow british airway booked flight online month ahead planned travel date thought would give airline another try bad experience earlier year give full mark ba occasion area service arrived airport rather stressed mobile phone stolen salzburg coffee shop check agent professional reassuring towards entered banter willingly professional pleasant efficient flight boarding managed well staff well presented cabin crew welcoming orderly although delay managed well cabin crew explained matter flight progressed bought overpriced tea felt comfortable arrival remote stand bus overall good experience ba,0.8979,Positive
1234,1234,wonderful service flight edinburgh florence july mainline british airway could learn lot ba cityflyer franchise partner africa com air,0.5719,Positive
1235,1235,london heathrow manchester outrageous british airway put standby boarding pas checked lhr bought paid booking confirmed two month flight date dare ba travelling hour everything ran like clock work different airline encountered ba heathrow check help desk arrogant rude miserable hell even simple apology amount stress caused voucher wait till minute departure see seat passenger treatment ba british airway disgrace airline monopoly heathrow slot think get way disgraceful service well wrong like others found alternative airline close review say never ever use british airway would rather walk manchester,-0.9524,Negative
1236,1236,london madrid lazy seat allocation led husband sitting together understand pay get seat want seat next husband want particular seat travelling pair three seat side aisle likely single passenger travelling chosen seat preventing u sitting together know group travelling care sit ba bothering seat allocation passenger wish pay specific seat would avoid,-0.1779,Negative
1237,1237,luggage broken explanation first good point cabin attendant diligent friendly business class ba london shanghai june good bizarre seating pattern allows business class seat across width plane feel cramped crowded compared herringbone arrangement trust breaker upon arrival shanghai one ba reporting missing luggage mine arrived day later zip locking mechanism forced open damaged beyond repair use nothing missing subject search unaccompanied luggage people deserve answer luggage arrives state ba provided explanation despite query customer relation acceptable corporate behaviour like let customer leaf impression betrays outweighs effort made cabin staff,0.4382,Neutral
1238,1238,london tehran back august cabin looked old tired struggle understand ba updated yet lot b aircraft inflight entertainment screen small resolution something selection movie alright meal service commenced half hour taking considering night flight u starving point option wanted ran time got even sitting last row economy section seat uncomfortable couple hour later another drink service,-0.7003,Negative
1239,1239,pisa london heathrow booked paid extra leg room seat six month advance unpleasantly surprised find upon checking booking ba website couple week flying change aircraft new seat shown exit row seat therefore assumed would extra leg room upon boarding realised row aircraft standard seat pitch ba notify u seat change knew change week advance flight boarded found one extra leg room seat still available fortunate husband tall need extra leg room ba cabin crew move husband said happens time row might exit row extra leg room,0.5859,Positive
1240,1240,recently took first class flight london heathrow la vega due plane change number people upgraded plane ready passenger boarded minute late boarded thing still ready staff rushing around service outbound flight fine plane old dated return flight disaster seat dirty food like rubber plane dated seat smelt lauren perrier served takeoff reason new policy apparently upgraded people first great complained offered avios serious ba think many airline first class product much better experienced british airway unless first class ticket british airway sale would suggest fly another airline british airway plane dirty told number time dirty time deep clean model first class getting old like club class tweak,0.6486,Positive
1241,1241,four flight total airline first flight dublin london th june delayed hour delay would meant missed connection heathrow miami except plane also delayed hr reason apology arrived miami hour behind schedule took away evening getting cruise following morning time arrived missed hotel transfer causing expense hail cab flight home dublin via heathrow fine reached dublin realised lost bag despite assurance would delivered house later day put wrong plane apology given inconvenience still awaiting bag arrival phone number given keep ringing seems like one care first last experience using ba,-0.8194,Negative
1242,1242,johannesburg heathrow british airway u proud recently flew back south africa sport equipment web site state take sport equipment part luggage allowance charged bring bike back check staff forceful abrupt bring bike back choice pay got back contacted customer service willing help also seat getting really uncomfortable food terrible,-0.3933,Negative
1243,1243,queue bag drop massive move good min senior person came explained due software issue delay bag drop excuse saw staff came afterwards queue moving fine could got staff begin group boarding super slow inside econ cabin plane seemed old worn entertainment system took long time reboot inform customer flight attendant unprofessional meal bad dinner sort curry chicken taste good gave energy bar breakfast meal h min flight wifi exist cabin,0.296,Neutral
1244,1244,british airway changed plane consequently seating separating family business class co ordination airport apparently one ba manager rome airport could speak call ba customer service uk waste time given bulkhead seat upon boarding could take seat engineer trying secure cabin divider changed position failed left plane unsecured pilot want miss take slow advised stewardess care could recline seat fear cabin divider falling curtain front seat waste time paying go business class ba make u wear seat belt upon take bulk head fell could get way,-0.875,Negative
1245,1245,mumbai edinburgh via london quite surprised read varied review always great experience ba term flight service airport handling sale service different experience flight arrived little late airport due transport issue hot sweaty check girl blessing calmed reassured helped get security swiftly able secure cheap last minute upgrade premium economy glad service wonderful looked well lot water offered throughout flight thought seat tremendously spacious comfortable even regular upgrade price rather seat side rather centre give lot space food ok worse better comfortable good temperature great choice film connecting plane late leaving heathrow edinburgh due bad weather handled nicely glad flew ba trip,0.9927,Positive
1246,1246,mumbai london heathrow disappointing experience book business class felt like bad value money flown economy premium economy found economy basic seat uncomfortable enjoyed premium economy quieter cabin space expected big step business class really apart choice food better seat larger entertainment screen really see upgrade comparison huge extra cost staff attentive felt like got one much better meal alcohol pretty much left alone hour end flight one person ask needed anything brought tea requested staff helpful saw overall waste money paid extra better food tray cutlery really worth,0.9485,Positive
1247,1247,delhi london read many negative review british airway boarded flight fully expecting bad experience ended feeling completely satisfied aspect flight easy glamourise old day seeming decline british airway different european airline resident netherlands hear dutch people saying exactly klm national airline french friend say air france onboard service efficient friendly little lacking charm food adequate flight entertainment adequate sure extra one pay economy plus really worth term better food space quietness come smaller cabin matter worth landed heathrow shortage ground staff meant stuck plane minute someone could found operate bridge let u people connecting flight naturally beginning panic crew handled situation admirably rose occasion provide information reassurance passenger seeking,0.969,Positive
1248,1248,travel british airway like lucky able british airway staff right start check girl business told u flight closed load rubbish hour minute flight spent ten minute phone someone see late need special assistance anyone push wheelchair wife wife stressed arrive finger could see everyone still asked man desk closed said nonsense wife say thanks unnecessary stress guy desk great offered push chair actually quite long way cabin layout seat across whereas mean squeezing another seat narrow cabin crew knocking arm every time passed course great aircraft seat expectation also amazed pay reserve seat pay anything airline food ok nothing exciting choice film great personal choice opinion fly different airline seriously better airline snob working,0.9475,Positive
1249,1249,british airway get plenty well deserved kicking return flight gibraltar faultless time early arrival fact smiling friendly crew excellent hot meal plentiful drink gatwick lounge small really found seat ok gibraltar lounge dozen club passenger relatively huge,0.9569,Positive
1250,1250,ba first class even starting lounge may offshoot fine concorde room need feel like rural train station poor food average drink indifferent staff compare lh facility fra muc ground assistance boarding haphazard fine cornish champagne offered happily quaffed seat ok class new ac j class pod close emirate suite small thing like menu presentation boarding sufficient food lot seat f seat comfort ok nothing special toilet small curiously offering single ply paper crew friendly service decent delivery poor overall ba relentless drive bottom catching first class product worth name anymore one assume ba trying phase drive paying passenger airline place serious effort deliver superb premium product wi fi,0.9527,Positive
1251,1251,linate london morning departure received email text message warned flight canceled specified reason alternative rerouted night flight madrid palma arrive next day birmingham disappointed disservice called customer service england waited minute expense able speak operator offered flight evening help arrive time appointment therefore declined find possible flight would allow get london time unfortunately last minute flight another company cost fortune top since flight would arrive longer heathrow stansted pay taxi agreed amount arrived heathrow british airway take responsibility reimbursed new flight book last minute taxi difference show concern inconvenience stress caused worst answer customer care saying responsibility,-0.7717,Negative
1252,1252,flew british airway jk london heathrow connected london galwick rome bag lost hour email phone call text update even answer email wife clothes back since left jfk thank goodness washing machine missed event get certain place due dress code wait store open buy toothbrush toothpaste horrible horrible service told bag would arrive hotel pm yesterday almost pm next day bag still,-0.4588,Negative
1253,1253,flown british airway numerous time many year sadly experience deteriorated significantly recently flight particularly poor staff offhand one seemed particularly unhappy person next asked beef choice told none left little apparently loaded apology simply told needed make another choice asked fish delay given meal found given vegetarian meal walk galley let know told offhand manner must recorded wrong choice apology eventually received fish dry enjoyable asked breakfast choice gave card stated wanted light choice minute landing given anything service really poor usual business seat falling behind quality comfort found airline ba really improve product continue attract premium passenger,-0.8151,Negative
1254,1254,fault new club world food service outbound inbound great food first class presentation attractive quality high tender beef airline restaurant matter lately new style crockery glass wear stylishly upmarket world away used crew attentive friendly cheerful really liked way food came trolley could pick choose liked mix match wanted get light day blanket padded blanket night mattress protector type thing put base seat much better thin always static blanket used get pillow larger ton better believe fast time flew well felt landing seattle home mainly club europe flight shame level service food maintained new club world great success,0.9828,Positive
1255,1255,disappointing experience flew series scrapped departed late loaded aircraft ready push back c temperature excessively hot flight cool air personal medium system broken split screen food quality diabolical moody flight attendant ran hand soap return flight left time better service meal quality crew definitely made outward flight flying ba year probably would last choice future sad see,0.1779,Neutral
1256,1256,calgary london cabin full overhead locker full blanket seat excruciatingly uncomfortable headphone worked intermittently take local time evening meal appeared local time menu listed seasonal salad leaf one small piece lettuce cucumber braised short rib beef mushroom ravioli pasta butter pecan cake beef meal available choice either pasta go hungry chose latter dined small bottle water half cup tomato juice breakfast light refreshment including juice tea coffee consisted cream cheese roll oat biscuit half cup warm tea minute later paid extra world traveller plus consider conned customer service useless second time writing received following response thanks coming back u completely understand disappointed offer full catering service especially long haul flight hope staff explained catering supplier unexpected problem system use deliver catering meant provide full meal service absolutely agree would expect travel u sorry let thank ba last time ever book long haul,-0.5698,Negative
1257,1257,london zurich airline bad boarding procedure good though aircraft old know one oldest personally enjoyed realistic old loud uncomfortable service good either even get cup water great hop london expect kind special treatment service,0.9217,Positive
1258,1258,glasgow new york jfk via london outgoing flight refurbished still could see age duo seat back plane plane hot air con vent head ife decent good selection cabin crew member looking u pleasant friendly chatted u flight left close time service quick first served back given pretzel drink first dinner hour later vegetarian pasta adequate amount food served tasty ice cream juice water served halfway flight received snack landing sandwich toblerone ok return flight vega old horrible old seat padding dirty service lot slower announced le staff le drink served food ok chicken curry time small snack egg tortilla yoghurt muffin served breakfast ife horrendous old tiny grainy screen limited choice wouldnt fly ba choice charge large amount choosing duo seat return cost u made air fare expensive also plane use old tatty,0.5859,Positive
1259,1259,flew last minute emergency trip london heathrow baltimore ba disappointing feature roundtrip aircraft new boeing found aircraft small cramped transatlantic route seating configuration despite crew flight service inflight entertainment generally average economy standard aircraft lacked legroom seating comfort aircraft flown transatlantic route ba need remove many seat aircraft economy class also cabin air temperature awful humid individual regulation felt like crammed boeing transatlantic flight,-0.25,Negative
1260,1260,earlier year wife travelled business class ba dublin jo burg returning cape town thru london direction paid business class fare quite taken aback pay additional seat selection long haul sector selected seat could found separated possibly one u upper deck one lower deck way return flight therefore choice sort customer retention policy airline travelled business class charged seat selection ba seem care rip forward rear facing business class seat plan ba plane really unattractive complicated climb sleeping passenger reach aisle window seat ba take look emirate want see customer friendly layout first business class experience ba flown middle eastern airline particularly discovered much behind play ba actually,0.3277,Neutral
1261,1261,los angeles london booked aa lax lhr round trip far advance ba aa partner paid ba seat selection early get good seat ba canceled flight coming going ba inform aa flight canceled text phone number entered ba passport number contacted found couple day flight happened call meal request turn ba shifted smaller plane actually spent six hour two day trying get flight day needed catch tour said help kept calling calling got seat day needed worst seat plane smaller planed premium economy awful food terrible pre paid choose seat good seat left ended night flight right next toilet meant smell people bumping light going toilet flushing hour seat coming home would better flying coach spent month trying get refund paid seat selection tried get return flight started still calling calling get seat away toilet return flight get refund refund returning made five phone call spent min filling detailed request online called today disconnected twice told nothing could possible may get response month regarding email request ever fly used finest airline sky system broken thing customer service problem famous creek without paddle endless loop calling waiting line agent anything sell seat spoke many many supervisor result one solve problem pas buck fill form online one responds,-0.7096,Negative
1262,1262,overall flight bad seat everything comfy enough although girlfriend television work either outbound inbound flight little effort made resolution understand flight attendant fault would nice little effort nothing given issue flight gatwick tampa stuck aircaft approximately minute bridge worst problem world long flight particularly wanted best experience,-0.7732,Negative
1263,1263,ba gallery lounge cpt adequate let poor food selection including packaged cheese biscuit flimsy wooden knife limited wine choice champagne conspicuously lacking toilet paper refreshed toilet lock one cubicle door information screen one wait tannoy call board boarding efficient priority group seat j k upper deck best mediocre job least plenty storage space window bin take schedule fa went motion little enthusiasm food worst ever experienced club world smoked chicken salad atrocious scrambled egg chive tortilla wrap deserves museum culinary horror white company bedding let far removed luxury portrayed advert little one remedy hard seat landing ahead schedule overall lacklustre flight ancient plane sub par business class product british airway falling ever behind competitor,-0.1445,Negative
1264,1264,gatwick san jose stepped onto ba flight gatwick costa rica hr flight honestly seen screen pixel since fly long haul flight none ba competitor providing low quality entertainment used think british airway premium airline rubbish,0.5719,Positive
1265,1265,took new option new toronto london gatwick debuted summer seasonal route cheaper heathrow service interesting experiment whether could fall back love gatwick excellent check pearson usual spoiled third party lounge goodness know ba thinking given old lounge well run excellent drink food option premium plaza lounge cheap nasty time boarding near empty flight early season return traffic built cabin third full juice water offered prosecco premium economy though crew member explain offered london champagne biz manageable time departure fast drink service first experience gatwick crew fast sociable le formal street ahead mixed fleet crew serving heathrow meal vile overcooked salty dry plane empty went back economy three hour sleep across three seat awful breakfast pretzel roll cream cheese served landing ife leg dated still selection since flight christmas early arrival fast bag finished ok flight returning liked biz first class check area lgw fast friendly lounge gatwick street ahead heathrow self serve champagne load seat kept clean plenty food upgrade biz nice full flight efficient boarding fast coat drink menu service really fast bar service min well cooked food made service like old day long haul cabin crew heathrow thing spoilt duty ba staff biz chatting distracting crew duty drinking aisle generally loud annoying early arrival toronto finished near perfect flight gatwick old old power premium economy currently going refurb progamme efficient friendly crew time early performance little dislike even liked gatwick,0.99,Positive
1266,1266,first time flying british airway economy transatlantic flight london chicago impressed hard work professional friendly flight attendant walked plane helping people various issue offering good tasty meal snack drink kind definitely fly british overseas given chance economy seat old well kept boeing comfortable x lb still feel cramped would encourage friend fly british want comfortable flight u europe thank british airway good service indeed,0.9891,Positive
1267,1267,geneva vancouver via london worst experience terrible service wrote constructive criticism offered voucher apology insult ask compensation expensive price pay low cost airline positive point geneva london flight fine long haul flight vancouver abysmal,-0.8834,Negative
1268,1268,first time flown ba club europe flying london heathrow corfu expecting great deal read lot le positive review online however pleasantly surprised shortly boarding offered welcome drink bag nut choice magazine read long full drink service followed course meal tasty cured salon followed chicken breast ginger cheesecake small cheese plate offered choice hot drink top champagne crew attentive helpful smile face time flight seemed zip past seat usual economy seat middle blanked tray relatively short trip fine flight upgrade using avios would happily paid around avios extra tax think good value,0.9858,Positive
1269,1269,original flight cancelled wife disembarking cruise ship advised shortly sm automatically booked flight next day london heathrow lot good car parked gatwick managed get ba given new booking gatwick also following day offered assistance airline following day turned airport find new flight running minute late eventually boarded aircraft stayed gate minute captain deigned tell u delay caused problem barcelona airport shortly thereafter captain advised u might wait another two hour would given water quickly superseded announcement slot become available short notice water served real horror flight however british airway new food service whereby passenger buy food pay card avios simply work one hour air trolley moved nine row front cabin eventually flight attendant attempted work back forward running backwards forward trolley minute touchdown reached u asked two can drink packet crisp potato chip returned tell u crisp one duly shared u aircraft three half hour refreshment could obtain consider completely unacceptable level service expect british airway point traveling budget airline better lower cost,-0.6901,Negative
1270,1270,hong kong london first business class trip ba mostly use emirate cathay pacific comparison ba offer low standard flight attendant served section seated cared le greeting passenger boarded plane offer help asked drink order never delivered drink second drink offered toilet cleaned properly boarding flight one two washroom became unusable resulting long queue seating arrangement face stranger sits opposite direction uncomfortable overall appalling quality little value money,0.4601,Neutral
1271,1271,washington bucharest return via london originally booked world traveller plus dulles check offered club world upgrade accepted resulting flight comfortable good food top drawer service two london bucharest sector went well prelude return trip bucharest sustained fall although seriously hurt still difficult walk long distance especially heavy luggage bucharest airport bag drop agent noticed situation offered assistance accepted promptly wheeled security passport control long corridor gate put aboard plane arrival london met assistance whisk vastness onto plane time pleasant surprise another club world upgrade time free plane back washington cabin crew enough checking going meal choice menu time round bit heavy cheese dairy item really eat ultimately still ate well getting drink professional proactive crew ever experienced year long haul travel finally arrived dulles assistance waiting right getting cab could ordeal return trip turned relaxing satisfying travel experience imagined year mostly excellent experience ba cabin crew big reason stayed ba year continue big standing ovation cabin ground crew flight beyond service best,0.9859,Positive
1272,1272,london warsaw ba european service becoming like expensive low cost airline price seat selection still remains high seat outbound flight even reclining hour flight always feel elbow passenger next whenever someone moving buy food drink onboard although reckon badly priced inbound flight older seat reclining,-0.4215,Negative
1273,1273,london istanbul due poor weather condition lhr flight initially delayed hour quite understandable passenger informed gate everyone gathered gate announcement ground staff world next screen notice flight depart c gate everyone rush one last c gate board dreaded announcement flight delayed another hour flight finally take nearly three hour late crew come gibberish passenger hungry time crew serve fifth row economy sandwich packet crisp diet coke dinner flight arrived istanbul three hour late add insult injury aircraft stop remote gate trek terminal,-0.9509,Negative
1274,1274,london cape town flying first class british airway hit miss affair secured couple return flight cape town avios expectation running high entrusted car meet greet parking unfortunately terminal best starting point gallery first lack glamour decent champagne food offer adequate although hardly first class hoping better board use sit menu boarding time according ba new group allocation seat k k first u previously gone pair centre seat k definitely superior storage space better privacy however escaping fact relatively recent first class refit relatively ancient plane particularly one inspects shabby state fitting toilet galley ife also showing age badly need upgrade least require rebooting flight cabin crew first usual mixed bag fa looking side seemed wrong job food better usual although malfunctioning oven meant wait minute hot breakfast landing ahead schedule immigration baggage reclaim within minute overall decent flight let attitude cabin crew age plane,0.9707,Positive
1275,1275,london hamburg typically fly ba sfo lax lhr time flew miami via tampa thru lhr hamburg using avios point secured first class seat course scam ba charge fee surcharge use point per direction miami operation appears poor second class cousin american use two ticketing check kiosk plus share american premium class lounge american processed slice cheese bologna eat free booze call premium lounge ba gate dreadful e terminal even main floor downstairs people jammed entry point boarding creates mess boarding people section boarding like cattle call ba fly one oldest b miami showed even first seat older design appeared carpet recent cabin smelled moldy carpet service food surprisingly good compared service california flight late leaving late arriving miami flight dock terminal rather terminal requiring passenger take shuttle bus terminal connection hamburg end decided done ba service model premium passenger hit rock bottom avios program nearly worthless premium class booking partner airline try using ba point american cathay even alaska find impossible regardless far advance try,0.2023,Neutral
1276,1276,turin london gatwick rubbish check service bad ryanair show staff mobile boarding pas checked website x kg bag checked allowance one bag kg refused honour kg allowance told risk miss flight able check rude unhelpful boarding unhelpful unprofessional staff arrogant manner flight delayed without checked agent saying anything passenger board start tell people hour delay due weather least young crew serve passenger complimentary juice water wait,-0.926,Negative
1277,1277,checked evening flight looked like seat occupied hr flight cancelled without rebooking explanation hotline call,0.128,Neutral
1278,1278,ba reputation declining year use various reason flight madrid hand luggage texted asking hand luggage checked flight busy lost hour later luggage idea compensation hour small amount ridiculous airline managed lose prestige good lagging significantly behind easyjet aspect,0.1779,Neutral
1279,1279,los angeles london heathrow desperately poor service british airway club class business class utterly outdated weird facing configuration narrow uncomfortable seat food served appalling cabin crew inattentive best appeared disinterested providing genuine customer service problem british airway first business class completely lacking namely class manner whatsoever poor food uncomfortable seat terrible small movie screen wifi overall budget airline experience british airway even charge seat selection add insult injury avoid horrible airline redeeming feature airline wonderful quiet airbus shame ba ruin aircraft poor quality product attitude,-0.9874,Negative
1280,1280,london heathrow mahon booked month ago flight first family holiday year adult child infant lap almost k u pre booked seat time rather surprised got email two week saying flight madrid th may flying direct heathrow menorca airline assured everything fine concern self service check opened hour wife daughter checked fine son referred airport check despite booking urgent call ba told probably moved bassinet position pointed utter nonsense reneged said infant check online understand also incorrect concern well placed ba bag drop check agent looked flustered note booking prompted call various people ten minute handed bunch boarding pass checked sheepishly admitted pre booked seat gone son seat standby wife daughter dotted around cabin row apart prebooked seating guaranteed know kicking huge fuss believe legally sit child certain age away parent check manager offered explanation full flight promised would sorted got round closing flight fast forward gate utter carnage including check supervisor cant tear eventually got seen finally given seat number son many row apart rest family son first ever flight absolutely livid sit anywhere near added son breastfed going manage feeding kid needing toilet etc put foot eventually given single middle seat two row daughter sat together thank goodness boarded flight pretty much last furore holding son get assigned seat someone asking see boarding pas surprise surprise correct seat cue ba staff running around frantically checking boarding pass confidence cabin crew ground staff even heard one mutter check boarding card flight number someone around wrong flight fast forward another min plane pushing back standing aisle holding son empty seat plane saying wife going get child tear much checking ipads ba staff member found quite flight apparently hurriedly moved jumpseat whilst announcement flight deck booming everyone take seat delay flight seat raised formal complaint told understand frustration nice separate complaint raised caa pushing back passenger including infant seat conclusion family avoid cost,0.8086,Positive
1281,1281,dubai london heathrow lovely flight great ba worldwide crew best ba fleet good seat great extra would expect st class chose sleep night flight delicious full breakfast morning baggage allowance superb x kg case cabin bag overall lovely flight great airline great crew,0.9911,Positive
1282,1282,london heathrow singapore may review reviewing la carte dining option board world traveller world traveller passenger option pre order selection main course day advance selected long haul flight lhr price ranging gourmet dining consisting braised hertfordshire beef cheek succulent delicious want risk getting meal choice long haul ba flight la carte option available route highly recommend go,0.6901,Positive
1283,1283,paris newark flight cancelled experience one worst engineer idea wrong engine air water shut three hour mention boeing looked ancient hour flight paris expected little flight attendant keep u updated lastly got plane one receptionist desk deal people needed rebook flight get hotel night never fly british airway delta forever,-0.8481,Negative
1284,1284,flew ba heraklion gatwick bought exit row seat others sit together extra leg room paid around january got airport hour departure queued check told seat reallocated someone else asked ba rep said plane flight changed said got earlier call ba customer service showed email acknowledging u given row bulkhead seat le room normal pitch told email ba ask refund seat cost flight manager plane told change plane apologised said take case ba customer service also sent complaint today day response money still refunded never fly,-0.2023,Negative
1285,1285,outbound lhr washington refurbished economy bad experience modern looking cabin excellent ife system food wine good cabin crew attentive looking forward return trip upgraded premium economy return flight ba delayed late arrival inbound flight worry could relax pe cabin boarding aircraft turning left first time ever immediate disappointed old plane cabin dull seat looked though seen better day quick check particular delivered refurbishment treatment leg room tad better economy seat control efficient ife system decided work mind screen small scratched doubt would able watch anything cabin crew offered pre take drink water orange juice hot towel seen better day sort thing clean car word captain departed evening meal sort chicken rice real cutlery ok wine g acceptable hour landing breakfast served say offered sort filled roll declined tea paper cup nothing offered add cabin crew attentive tried make u feel bit special spent extra upgrade ba experience disgrace proud airline never,0.9217,Positive
1286,1286,singapore london second part sydney london trip looked forward ba aircraft qantas colour one familiar flown around sector last month qf mentioned review ba first leg trip board soft product problem comment review apply ife work mystery term content qantas american cathay one get really good mix old new movie great music choice compile content need look mean award winning godfather gladiator brave heart roman holiday etc thing passenger want see smart edgy team soho london pulled content together forgetting everyone edgy want see cutting edge stuff ife one thing long haul food beverage food quality substandard something read constantly qantas say qf singapore london one get evening meal service followed wei ice cream lindt chocolate along way midnight snack pizza sandwich morning breakfast fruit egg usual muffin etc rear main deck snack bar galley found chocolate banana bread cheese biscuit would need really hungry get lot point available offered ba need get away meal service take landing nothing flagship aircraft qantas treated qantas fanboy spend lot time plane put smartest best looking crew onto flagship people remember ba crew certain vintage suited lawn bowl one guy looked like steptoe remember miserable flying experience enjoy trip aircraft ba managed reduce large low cost aircraft moving people one point another sad given stature ba came back ba london hong kong comment apply hard product fine except snack bar soft product lacking severely,0.9844,Positive
1287,1287,sydney london via singapore long time since long haul ba hour last year relative sprint london jfk year kind ba probably mixture decline ba emergence airline nearly long haul qantas occasionally emirate version cathay pacific american airline problem hard product b whatever colour decor ordered air frame b sydney singapore fine nosier well known comfortable seat hour relative sprint call sydney home soft product lacking check fine despite economy express pas security gold ff qantas boarding orderly time departure arrival singapore lack polish soft product menu given showing served cathay emirate qantas cutlery really cheap mean cheap kfc offer better grade plastic know day security proper silverware possible someone ba need check plastic used cathay qantas food bland salad seen better day penne sauce salty qantas done away salad simply give main dish plus garlic bread dessert quality lacking drink tradition something silly starting journey jack daniel coke available qantas sir serve note fa great one get feeling chirpy mask shortcoming product asked deliver final word leg ife touchscreen slow response time selection diabolically bad award winning classic film noted film last year one two interesting thing new release come ba may plane length time perfect opportunity catch much loved classic music well still like pearl jam etc world brit pop edgy music presenter ba serious airline business need sharpen soft skill food beverage add touch pizzazz airline mix ba going back many others coming beyond standard ba set many year ago,0.9917,Positive
1288,1288,malaga gatwick operated titan airway full business class people sick flight attendant one female attendant handled alone wish highly commend despite alone managed perfectly,-0.1953,Negative
1289,1289,flew barcelona gatwick review arrangement check rather actual flight ba allows check online print boarding card machine print card queue taking minute get boarding card several people late check desk priority general check flight desk served close check,0.0,Neutral
1290,1290,munich london heathrow british airway british airway le price range lufthansa complimentary food drink served crew friendly departure terminal munich far nice newer terminal arrival terminal heathrow nice easy new star alliance queen terminal wifi personal device entertainment onboard monitor flight seat reservation expensive eye british airway one big advantage though generous hand luggage rule,0.9747,Positive
1291,1291,early morning flight heathrow keflavik flight full shortly take cabin crew came around sell snack drink reasonably priced typical intra european flight british airway food drink sale cabin crew efficient exit row seat leg room adequate,0.5719,Positive
1292,1292,cape town london dated aircraft poor cabin service semi inedible food inevitable entertainment system crash made poor journey cabin crew clearly regarded u intrusion feel ask drink main meal surely offered something matter course used happy pay fly ba pay extra,0.3612,Neutral
1293,1293,washington prague via london flown several time past number year remember top line airline better average time seemed nice thing dropped hot towel neared destination become almost low fare airline pay reserving seat shorter flight pay food etc seating boeing seemed cramped said seemed like le return flight may rd two lavatory went service london prague seemed seat room seat hard may new slimline seat sure uncomfortable even two hour flight also washington lhr flight printed boarding pass home agent washington printed additional one said use got security printed two none wife lucky still one printed home say fly definitely compare price future worth extra cost,0.8645,Positive
1294,1294,london washington apart space nothing nothing first class even comfort crew hardly attentive service coach food used fantastic eatable wine best sky jancis robinson hugh johnson made selection apart good white champagne mediocre ro level business class seat sound audio video system moved hour later whole system stopped without crew apologizing needle say wifi apart lhr first concorde room lounge lhr remain great ba better star airline sad client shameful ba management,0.9374,Positive
1295,1295,called british airway customer service staff ask plane change london heathrow washington dulles glasgow told clearing border control would done final destination glasgow true passenger arriving london heathrow international connecting domestic flight clear uk border control long line security screen gaining access flight even mobility assistance fast track card minute flight close call make connection,0.8625,Positive
1296,1296,london montreal online check night left go airport arrived airport hour advance went kiosk print boarding pas kiosk working proceeded ba counter get pas check luggage line approximately minute told switch line line moved substantially longer however patient time got desk hour passed bit hour left flight figured tight manageable since trusted ba system woman counter asked going said montreal looked said make explained situation airport several hour already line hour told needed go missed flight counter got counter informed buy new return ticket original return ticket cost return cost choice buy ticket also stay hotel take bus gatwick airport following morning arrived back montreal called ba customer service told protocol put standby make purchase new ticket could get refund new flight flight missed imagine shock spending additional cad escalated complaint address case month said cannot refund,-0.4215,Negative
1297,1297,tokyo amsterdam via london evening departure received email ba flight would delayed one hour urged get airport original time case delay end aircraft left tokyo haneda minute delay baggage drop smooth handled japanese politeness choice fly nrt hnd would definitely choose hnd much conveniently located downtown tokyo aircraft parked remote stand bussed aircraft adding time delay already like seat found quite uncomfortable legroom insufficient especially instant recline type passenger front window aisle seat also ife box place foot meal joke choise inflight entertainment date small screen low brightness crew friendly went galley drink urged return seat instead drinking galley stretching leg second meal service rushed got meal minute crew returned pick tray already descending lhr luckily made connecting flight amsterdam short connection flight amsterdam departed ahead schedule nothing special write short flight although one round drink would nice unfortunately ba decided cut service european flight race bottom,0.5788,Positive
